index,class,title,type,language,set,s2_id,gs_id,alternate_gs_id,alternate_s2_id,original_article
371,6,Progress in Outlier Detection Techniques: A Survey,paper,English,Common,275aaca7621b2ee4ff81cd37162f6c9a90f306e4,14583232481855142226,,,
372,2,Protestant relational ideology: The cognitive underpinnings and organizational implications of an American anomaly,paper,English,GS,b36193d2425e40d750db734426886ab06172bdad,16153718488344416658,,,
373,2,Protophobic Fifth-Force Interpretation of the Observed Anomaly in ^{8}Be Nuclear Transitions.,paper,English,S2,23983d592991bb937518ae67f9243d02fcd5664d,,,,
374,2,Rat probasin: structure and function of an outlier lipocalin,paper,English,GS,f0e01ce5ef5ba2b80dcc9cd2d965c9a80409123f,568840272748840437,,,
375,5,Real-time big data processing for anomaly detection: A Survey,paper,English,Common,3cfe075af77bf0364e6ddecb3d223960d06e8927,14608493806179180750,,,
376,5,Recent Advances in Anomaly Detection Methods Applied to Aviation,paper,English,Common,3429ede7bfcdfb31a3542b80c46025f0030932db,4627905598887048073,,,
377,2,Recent developments in the understanding of equatorial ionization anomaly: A review,paper,English,Common,c2286c26f5d0185f549180ac457eee1cd13edf38,2674076626844321362,,,
378,5,Recent progress of anomaly detection,paper,English,GS,da32b5d34ce3710efcbf7f1008db2050c000ec56,2618344618818080769,,,
379,2,RelB: an outlier in leukocyte biology,paper,English,Common,f1589af53bdab62f4bd64cb72a3356496e544171,15400755427609683773,,,
380,3,Research Issues in Outlier Detection,chapter,English,Common,da8aadd6e5d786dc277244eb51a8195b9097df15,15427743459948421026,,,
381,5,Research issues in outlier detection for data streams,paper,English,GS,7aab758d04d335f5b711f09337932865c145fd28,6670806200157077165,,,
382,1,Research progress on outlier mining,paper,chinese,GS,,17085375105317977607,,,
383,5,Review and big data perspectives on robust data mining approaches for industrial process modeling with outliers and missing data,paper,English,GS,f62fb5cfc3b8544057ea26df1ba4db8f56a3d86f,8886655620656095464,,,
384,4,Review and comparative evaluation of symbolic dynamic filtering for detection of anomaly patterns,paper,English,Common,a3f18d75623d994e19a4c52ee7c0b448a67daf0e,15816932984486477352,,,
385,2,Review of 54 patients with complete DiGeorge anomaly enrolled in protocols for thymus transplantation: outcome of 44 consecutive transplants.,paper,English,S2,1db07a0bdb312f6ea4f9e583a43db6de45705da7,,,,
386,1,Review of Outlier Detection,paper,chinese,S2,4ed2950a6738b7fa4f3dfb47c49f41f1a1b6a02c,,,,
387,5,Review of Outlier Detection and Identifying Using Robust Regression Model,paper,English,Common,56e6e25ca7b14f59a9bbd00fb9b2a5cdce3d429c,7328574354670234764,,,
388,2,"Review of the Proterozoic evolution of the Grenville Province, its Adirondack outlier, and the Mesoproterozoic inliers of the Appalachians",paper,English,Common,fcbadde50a96deebe80044c09e48659d6aa127bc,7932017282876832499,,,
389,5,Review on anomaly based network intrusion detection system,paper,English,Common,13df0f1045c6b010d81a754103b9cad78c2beb47,8079854398476590345,,,
390,5,Review on Outliers Identification Methods for Univariate Circular Biological Data,paper,English,S2,e9eb858278e7d6c23e45c781a9b053172b570e46,,,,
391,2,Revocation of Citizenship and Rule of Law: How Judicial Review Defeated Britain's First Denaturalization Regime,paper,English,S2,a18e394b0b4b88299802305b4f2f64857c33236e,,,,
392,2,Right nonrecurrent inferior laryngeal nerve and arteria lusoria: the diagnostic and therapeutic implications of an anatomic anomaly: Review of 17 cases,paper,English,S2,70e768d954ac244c0e9ac9cf63293b111a62a742,,,,
393,4,RKDOS: A Relative Kernel Density-based Outlier Score,paper,English,S2,49b3c8835df953d21cb3090de53a4bbec8a7b448,,,,
394,2,Road Surface Monitoring Using Smartphone Sensors: A Review,paper,English,S2,34fa0e539d2c58cf68a108ed6d8d8a9c09b3ccfe,,,,
395,2,Robust formation of Skyrmions and topological Hall effect anomaly in epitaxial thin films of MnSi.,paper,English,S2,87ef6c11df2860226aafd73ff2b885e2673fcc48,,,,
396,5,Robust statistics for outlier detection,paper,English,GS,c551c6e002ac4a6633476ffd8d97d90336d6c668,15402288731946191413,,,
397,5,Robustness and outlier detection in chemometrics,paper,English,GS,85253aab65febdc9b3ac1fdc102f5ffbaf11757d,8588775705664496823,,,
398,4,Screening for medication errors using an outlier detection system,paper,English,Common,66872384b9aa9cb7cf5ae06d99d444fff4dcbb0a,18210374680558115586,,,
399,2,Searching for Buried Fault under Chengdu Plain Using Gravity Anomaly Survey,paper,English,S2,8e2ff7e13bc1a3a7151ad5f5afff461aca95ee5a,,,,
400,5,Semi-supervised anomaly detection algorithms: A comparative summary and future research directions,paper,English,GS,3508fb202b7bbe7b0ba765adfd9e50b5e3e661c0,8145970889799175512,,,
401,2,Severe Insect Pest Impacts on New Zealand Pasture: The Plight of an Ecological Outlier,paper,English,Common,a6f34b32743e902bd930a2bd84336b82a93f85a8,4972416284089592983,,,
402,2,Sex preference in south Asia: Sri Lanka an outlier,paper,English,GS,0529ba97d099979d35fa5ff44fe8872fdad2aa4c,17044465789555220830,,,
403,2,Signatures of the Chiral Anomaly in Phonon Dynamics.,paper,English,S2,dea44eec83e7870efde6b3bc2823c2e0df9feeca,,,,
404,2,Sinus pericranii: an overview and literature review of a rare cranial venous anomaly (A review of the existing literature with case examples),paper,English,S2,f93997cef7ec23b813703dd53f1f6fd0e4ef213c,,,,
405,5,Smart Anomaly Detection in Sensor Systems: A Multi-Perspective Review.,paper,English,Common,4bb42d0c581b0d7baa31147f145424d9840204b2,6707710296836084497,,,
406,4,Software-Defined-Networking-Enabled Traffic Anomaly Detection and Mitigation,paper,English,S2,42ac538b8fd32e6c850936b09c9949c3e6e5c144,,,,
407,4,SOM ensemble for unsupervised outlier analysis. Application to outlier identification in the Gaia astronomical survey,paper,English,Common,707997684d716469831e2327212fc37265026126,7067014763611611547,,,
408,5,Spatial Outlier Detection Approaches and Methods: A Survey,paper,English,S2,8f3cdaa82bf804746347229ef59813e4b904ec28,,,,
409,2,Spatiotemporal data mining: a survey on challenges and open problems,paper,English,S2,d5c27ee7ef055b02e015d71f3d5e712937ab51cc,,,,
410,4,Statistical data preparation: management of missing values and outliers,paper,English,GS,c34f1b306d225bcf57bef83525da6e568f6381c1,16298398834923075576,,,
411,4,Statistical Methods for Outlier Detection in Space Telemetries,paper,English,S2,ea8d5db86053bfe4afe6bd04385b10a6a0b824ef,,,,
412,4,STATISTICAL OUTLIER DETECTION METHOD FOR AIRBORNE LIDAR DATA,paper,English,S2,e040dfb8cd66dc6812351a08ad23a3dc5076be57,,,,
413,2,Sterile neutrinos or flux uncertainties? — Status of the reactor anti-neutrino anomaly,paper,English,S2,7284c866bfa05bbc984a639de2ecbc01ba16f6b7,,,,
414,2,Support for the thermal origin of the pioneer anomaly.,paper,English,S2,c1bbfef879eb399dbef0874f2955df5f2dd1395e,,,,
415,2,"Survey of intrusion detection systems: techniques, datasets and challenges",paper,English,S2,38e81867da601ae6877dd9ce2c1e1aa085852ecb,,,,
416,1,Survey of outlier detection technologies,paper,chinese,S2,eded966a1be3ec40b29b72d2f82ac98e5b751de1,,,,
417,1,Survey of Outlier Mining,non existent,English,S2,d79a976ac8305a10d4dd37d7dafb8637ab115258,,,,
418,1,Survey of Partition Based Clustering Algorithm Used for Outlier Detection,non existent,English,S2,4166b0e47d22c525164ac2cb00631d3730ca0d7c,,,,
419,6,Survey on Anomaly Detection using Data Mining Techniques,paper,English,Common,4ecc1703dfa8cf20767321746a10524ab733493b,6366157081846866142,,,
420,5,Survey on HMM based anomaly intrusion detection using system calls,paper,English,S2,2541096ac304a97c48d11936b81ca204f54b563d,,,,
421,5,Survey on Incremental Approaches for Network Anomaly Detection,paper,English,Common,3fdfd243f2c1c8ea974ed661dc06b35849b9ead9,12638170054893408557,,,
422,6,Survey on Outlier Detection in Data Mining,paper,English,Common,ad3d162d82f4b5da6571db25602749e392780fae,14881653643246325878,,,
423,5,Survey on Outlier Detection in Data Stream,paper,English,Common,4cf9ce74e4076a14cc8b636df2130b01f7b7c6ff,15377270826564366537,,,
424,6,SURVEY ON OUTLIER DETECTION TECHNIQUES USING CATEGORICAL DATA,paper,English,S2,03474e02d54a4c2ef83deedc96a4d289dec0cceb,,,,
425,5,Survey on Outlier Pattern Detection Techniques for Time-Series Data,paper,English,S2,d3aa4e7332765b798521ec2580529353927a9a1f,,,,
426,4,SVR-based outlier detection and its application to hotel ranking,paper,English,GS,62bcb15166ce0215ce2223fca168efda7abd333b,10629552088407646111,,,
427,5,Swarm intelligence in anomaly detection systems: an overview,paper,English,Common,7374ad5ac41318b5ea8cf67728480f7522d3c021,7798559066288871622,,,
428,2,Systematic review of the effect of processing of whole-grain oat cereals on glycaemic response,paper,English,S2,f9e7dc953c390fccf3b50e3ea21002627828884a,,,,
429,2,Systematic Review of the Literature: Parental Outcomes After Diagnosis of Fetal Anomaly,paper,English,Common,24d4863a3c3badc3c4adccba47c282ed21a9fce0,327638618850845914,,,
430,5,Taxonomy of Anomaly Based Intrusion Detection System: A Review,paper,English,Common,4bf0fdf066bc9dff6a96b92738843e266ee57873,16053471397885344042,,,
431,5,Fraud Detection Using Outlier Analysis : A Survey,paper,English,S2,828cba1d81667db435a56fc603b0c28e2fd9981b,,,,
432,5,Tensor-based anomaly detection: An interdisciplinary survey,paper,English,Common,1a0a0c3193770c3b4a43783efbdaeb263f513dea,13200090915498569719,,,
433,2,The anomaly called psi: Recent research and criticism,paper,English,GS,dca80004d71d7ede2079d85cd40e0017797ef3d3,8888640834223653653,,,
434,2,The association of intensivists with failure-to-rescue rates in outlier hospitals: results of a national survey of intensive care unit organizational characteristics.,paper,English,Common,ee45b1506090f37f96d07a717e134606603a476e,17360762318804740477,,,
435,4,The BACON-EEM Algorithm for Multivariate Outlier Detection in Incomplete Survey Data.,paper,English,Common,d059b34072b9276de08686b4e605e721d9e99bfa,16185895658178345047,,,
436,2,The chiral magnetic effect and anomaly-induced transport,paper,English,GS,a228fc5b6410a63d9670fa203971071a66dd21f1,11844293465573356117,,,
437,2,The committee outlier debate: A review and a reexamination of some of the evidence,paper,English,Common,c5029fda4043a94f468e6551f72693a1bac08395,7155683628298361770,,,
438,2,The compelling anomaly of chemical intolerance,paper,English,GS,78d264a8c319e21a86043d9b98630aad8e5c6f9f,7141710121042918936,,,
439,6,The Detail Survey of Anomaly/Outlier Detection Methods in Data Mining,paper,English,S2,f96b7fa691b7d3b992de8b9f5e1c8ef7301db5ed,,,,
440,2,The DiGeorge anomaly,paper,English,GS,9b29e12dc86958d84ee6e80ca60f37ff8035d219,18190103087619304691,,,
441,2,The DiGeorge anomaly as a developmental field defect,paper,English,GS,edb0f12bc52f6bcaefcef6fce4da7b331c40eed3,8439216019789309577,,,
442,2,The DiGeorge anomaly.,paper,English,GS,,2248195366613783131,,,
443,2,The ecology of the zebra finch makes it a great laboratory model but an outlier amongst passerine birds,paper,English,GS,36d5b857a0d1e266d82628c234a6baaa5fc79e75,13247257851542544412,,,
444,2,The Effect of a Global Positioning System (GPS) Receiver Measurement Error on Gravity Anomaly Survey Accuracy.,paper,English,S2,9afed127b343048cc1b8201bb9f1b289c63b8da7,,,,
445,2,The effect of telehealth interventions on quality of life of cancer survivors: A systematic review and meta-analysis,paper,English,S2,a5512097159e39fba32361c6158a240dfbeaa503,,,,
446,2,"The Effects of Structured Exercise or Lifestyle Behavior Interventions on Long-Term Physical Activity Level and Health Outcomes in Individuals With Type 2 Diabetes: A Systematic Review, Meta-Analysis, and Meta-Regression.",paper,English,S2,1989da271e2d143af620a5106490fea0fd287848,,,,
447,2,The Forward Discount Anomaly and the Risk Premium: A Survey of Recent Evidence,paper,English,Common,1b4699fe367fd1e047148c19af86748becbcd090,1963960069209086887,,,
448,2,The High Time Resolution Universe survey – XIV. Discovery of 23 pulsars through GPU-accelerated reprocessing,paper,English,S2,81c2876860c1d0beb77859fe1cfd63ee6b20172f,,,,
449,2,The Idiosyncratic Momentum Anomaly,paper,English,S2,82776b7b6ec2a6b3c5fde91d4f362405ef178746,,,,
450,2,The k-means Algorithm: A Comprehensive Survey and Performance Evaluation,paper,English,S2,33b6ae946068ffc3dd0ae303a2f15b37043fafd2,,,,
451,4,The LHC Olympics 2020 a community challenge for anomaly detection in high energy physics,paper,English,S2,1022f834bfed10c20b9bd2f43d44ad8a87b1291b,,,,
452,2,The LOFAR Two-metre Sky Survey,paper,English,S2,005127522ad27794299ff218b210255baf5bccaa,,,,
453,2,The outlier in all of us: why implementing pharmacogenomics could matter for everyone,paper,English,GS,12177b8605a4e79867ec3f21c2395023310ef2b4,13418827579176709328,,,
454,2,"The Outlier Survey: A Regional View of Settlement in the San Juan Basin. Robert P. Powers , William B. Gillespie , Stephen H. Lekson",paper,English,S2,be50dc1304ea07936fb1d056a89d718b7b140059,,,,
455,2,The Outlier Survey: A Regional View of the Settlement in the San Juan Basin,paper,English,Common,05b5e705b51755a669232bf3ae95dc6efdcfd09e,10177687332748729691,,,
456,2,The palatally displaced canine as a dental anomaly of genetic origin,paper,English,GS,0a5a4dede21c0a2b7d5d74ee58f195ecbe3846cb,2750646612855375233,,,
457,2,The pioneer anomaly,paper,English,GS,901831a942dc4dab969b3a382d49384be595977c,16591370746482138146,,,
458,2,The Presentation Format of Review Score Information Influences Consumer Preferences through the Attribution of Outlier Reviews,paper,English,Common,b2afa6da42b6e64cc9fca9bd5d37860ed8808dba,16647875156180423810,,,
459,2,The prion hypothesis: from biological anomaly to basic regulatory mechanism,paper,English,GS,5a1e3ec3f541441a0f351ad6748a5a26dc750dc0,1363107996291373554,,,
460,2,"The Recent Atlantic Cold Anomaly: Causes, Consequences, and Related Phenomena.",paper,English,Common,3d20dafd0c9e8089108a4670b8d83aa42b367536,3622110439483798621,,,
461,4,The review of outlier mining based on granular computing,paper,English,S2,83dc9fe30d78621be29ba9fd4bcf6b887eeae957,,,,
462,2,The STRong lensing Insights into the Dark Energy Survey (STRIDES) 2016 follow-up campaign – I. Overview and classification of candidates selected by two techniques,paper,English,S2,64a7ef6e91e274f6024cbfafc41c95cb9204f075,,,,
463,2,The theory of the Bouguer gravity anomaly: A tutorial,paper,English,GS,7ae3a3cb5479b489dd4bf1745c577ebb5f8f7b77,9811933428286653240,,,
464,4,The weirdest SDSS galaxies: results from an outlier detection algorithm,paper,English,S2,e6636d830e6556116e74c20c782425d25133e92e,,,,
465,2,Theories on formation of an anomalous anticyclone in western North Pacific during El Niño: A review,paper,English,S2,9fbd0c15549b28cb59a0f07d6810b8403441ab7f,,,,
466,6,There and back again: Outlier detection between statistical reasoning and data mining algorithms,paper,English,Common,29908e7b3145d9626201a08c4b91f65cc2d1e37d,1960525085071158090,,,
467,2,Thoracic involvement in generalised lymphatic anomaly (or lymphangiomatosis),paper,English,S2,56a48230aaf23cd89fcaa7f4cfcfc3cf6eb01670,,,,
468,2,Time Series Data Augmentation for Deep Learning: A Survey,paper,English,S2,6d2d78d2015e6057b99691ae097a7362ec4e3bb6,,,,
469,2,To clean or not to clean phenotypic datasets for outlier plants in genetic analyses?,paper,English,GS,e7e0662c0a4004a06710f2632ed56ced12ea34e0,4538850856727112388,,,
470,4,TRACKING OF DOUBTFUL REAL ESTATE TRANSACTIONS BY OUTLIER DETECTION METHODS: A COMPARATIVE STUDY,paper,English,S2,c7bc8b8098a8e4d1187dd28fbd4ee975db51bb50,,,,
471,4,Traffic anomaly diagnosis in Internet backbone networks: A survey,paper,English,S2,ec8ba92956eaac2cb27adb8641e506c2f3a7a59a,,,,
472,4,Trajectory Outlier Detection for Traffic Events: A Survey,paper,English,Common,9f7cb155ed4da92b54091b70ac36762f88d07504,18271200370875066492,,,
473,4,Trajectory-Based Surveillance Analysis: A Survey,paper,English,S2,7a609736cb7d92a668dbafde515b7ef9be19bf08,,,,
474,2,Transient wave-based methods for anomaly detection in fluid pipes: A review,paper,English,GS,7f759b4f5da17a61ebb9b26e6f96ba296200c0ad,14018055672754307439,,,
475,3,Tutorial review—Outliers in experimental data and their treatment,tutorial,English,GS,1ea9a20d354679c67defe222a08698eade1ee3ad,5600755071129068899,,,
476,2,Twenty years of the Weyl anomaly,paper,English,GS,74ffbc56e7b32d3f4f08cfe58b22b745e2153040,11797299873165580558,,,
477,2,U.S. National Magnetic Anomaly Survey Specifications Workshop Report,paper,English,S2,695cbf6344ed2ecff9e6da841516c415317dbda5,,,,
478,2,Understanding and recognizing the Pelger-Huët anomaly.,paper,English,S2,b3a3d21567440c1a3adfbe0b4fc67c10b58e4749,,,,
479,3,Univariate outliers: a conceptual overview for the nurse researcher,tutorial,English,GS,430e7ef14ff97b087b2c03e6f74f78105f8fe153,6836683208388587842,,,
480,5,Unsupervised Distance-Based Outlier Detection Using Nearest Neighbours Algorithm on Distributed Approach: Survey,paper,English,S2,d414d89a1d13c4ae7a73ad274e3ea320289d6369,,,,
481,4,"Urban Anomaly Analytics: Description, Detection, and Prediction",paper,English,Common,ee9f40f1c1e77b0b39b6e4a158208614fb4995c0,4396658083365474052,,,
482,4,Using low resolution satellite imagery for yield prediction and yield anomaly detection,paper,English,GS,1981b6023342e8cc0316e31a5188dea4732b9f1e,9723709699534060589,,,
483,4,Using Outlier Analysis to Detect Partisan Gerrymanders: A Survey of Current Approaches and Future Directions,paper,English,Common,3b6e9c4deb3d5458dac9da295f6d4274f0c3d0a1,14078236133989311421,,,
484,4,Using Person Fit Statistics to Detect Outliers in Survey Research,paper,English,S2,4e52415121a39ebd71925fc8567c5e7f64588f42,,,,
485,4,Using the variogram for vector outlier screening: application to feature-based image registration,paper,English,GS,999a2d29481b4c815efb7b961dc51c2726d14b5d,2126870991479892621,,,
486,2,Utilization of Predictive Modeling to Determine Episode of Care Costs and to Accurately Identify Catastrophic Cost Non-warranty Outlier Patients in Adult Spinal Deformity Surgery: A Step Toward Bundled Payments and Risk Sharing.,paper,English,S2,44f0c8dc53aed4023782f56919220b918d2d9b99,,,,
487,2,Vascular anomaly cases for the pediatric hematologist oncologists—an interdisciplinary review,paper,English,GS,e9b2ab0922abc110195a22859b2f1bf039f52f15,9564534237720699144,,,
488,5,Visual Anomaly Detection for Images: A Survey,paper,English,Common,cf122c84af8c85e15c3dffaca4069dd455b56a1e,6613572350555511522,,,
489,4,Weight Reduction Method for Outlier in Survey Sampling,paper,English,S2,1d6b8245769c54d8aa08bf8a610da79b8cc43b33,,,,
490,2,What is the “safe zone” for transition of coronal alignment from systematic to a more personalised one in total knee arthroplasty? A systematic review,paper,English,S2,0ad9950e5921fa2e2b7137b7daf4e72abf3c1a4b,,,,
491,2,XENON1T Excess from Anomaly-Free Axionlike Dark Matter and Its Implications for Stellar Cooling Anomaly.,paper,English,S2,0c774aa80a98220ef43df24db0e0bdde7ebb1cbc,,,,
492,6,Методы выявления аномалий: обзор (Methods for Anomaly Detection: a Survey),paper,English,Common,26da040de770b8956b4ab7f4b2ccf40465dde033,15254688892039695472,,,
